N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch10,coinc_ch10,singles_ch7,coinc_ch7,int_time
3,0,,2026-07-28T21:14:31.323416,107588,5875,2413,5875,1078,5875,89,5875,3,5875,4,9473,3,1.029376400008914
3,0,,2026-07-28T21:14:32.351291,107779,5941,2394,5941,1154,5941,94,5941,3,5941,2,9477,5,1.027506300000823
3,0,,2026-07-28T21:14:33.379892,107820,5969,2412,5969,1131,5969,81,5969,3,5969,7,9403,4,1.02830580000591
3,0,,2026-07-28T21:14:34.408837,106988,5943,2499,5943,1015,5943,77,5943,6,5943,2,9694,4,1.0285521000041626
3,0,,2026-07-28T21:14:35.437776,107259,6055,2513,6055,1086,6055,91,6055,2,6055,5,9458,4,1.0285812999936752
3,0,,2026-07-28T21:14:36.466930,106806,6064,2462,6064,1160,6064,86,6064,3,6064,3,9422,3,1.0287367999990238
3,0,,2026-07-28T21:14:37.496365,107018,5813,2413,5813,1094,5813,80,5813,4,5813,0,9533,2,1.028833799995482
3,0,,2026-07-28T21:14:38.525130,107512,5831,2318,5831,1040,5831,87,5831,4,5831,1,9563,12,1.0283851999993203
3,0,,2026-07-28T21:14:39.553411,107217,5852,2341,5852,1100,5852,89,5852,1,5852,1,9599,2,1.027918799998588
3,0,,2026-07-28T21:14:40.582340,107245,5928,2421,5928,1065,5928,92,5928,5,5928,3,9715,2,1.0285718999948585
3,0,,2026-07-28T21:14:41.611894,107508,5965,2466,5965,1109,5965,80,5965,3,5965,3,9769,4,1.0291643000091426
3,0,,2026-07-28T21:14:42.640687,107343,5979,2478,5979,1004,5979,83,5979,3,5979,4,9656,6,1.0283861000061734
3,0,,2026-07-28T21:14:43.670361,107192,5955,2472,5955,1087,5955,88,5955,4,5955,0,9707,3,1.0292657999962103
3,0,,2026-07-28T21:14:44.697567,107457,5861,2445,5861,1096,5861,81,5861,0,5861,2,9669,11,1.0269480999995722
